1	2	99	-4.727804	-35.692652	0.295755	14.975891	5.588312	-35.542101	-20.077399	5.734871	-18.127650	6.837534	6.606609	8.863163	6.737369	8.692703	-24.736723	2.183179	0.429050	8.448570	-16.942540	-12.665313	-1.832722	2.403301
1	2	1	8.191059	20.806738	5.067477	-20.393089	0.009322	13.253714	9.335913	0.292630	2.741290	-0.706573	-8.137439	-0.543745	6.737369	8.692703	5.536984	-8.923367	7.686282	8.448570	10.910341	4.590797	3.927141	7.729150
2	2	55	7.162589	21.221503	6.570491	-32.590643	-4.552275	18.295980	4.863349	0.316053	8.954720	-2.384613	-8.535568	-0.085335	6.015817	8.187649	11.957401	-6.311204	7.601722	5.392438	11.737440	5.423025	8.296691	7.834518
2	2	45	-10.685184	-36.274039	1.437849	13.168648	7.120851	-30.193952	-19.704928	6.750459	-12.444860	8.423862	6.978328	6.565556	6.015817	8.187649	-14.105439	4.384830	-2.159177	5.392438	-15.869774	-11.970691	4.442444	1.242462
3	2	91	-4.747187	-32.302494	5.365423	13.351898	2.541451	-16.647538	-16.103043	6.728773	-15.283386	9.571512	6.804564	5.269796	5.951432	6.232148	-20.815922	6.051515	-4.567342	6.656650	-17.108759	-5.575496	-0.508344	6.377057
3	2	9	7.574405	21.309016	7.094367	-14.824346	-7.281951	19.865821	4.636093	0.553479	3.885798	-1.402444	-9.089786	-6.001825	5.951432	6.232148	12.282029	-1.856299	6.603275	6.656650	9.994394	6.216057	5.693619	8.936786
4	2	48	4.706364	20.409039	0.477468	-19.318540	-0.734511	18.261106	6.609510	2.213059	4.896665	-5.045631	-8.556354	-2.281473	6.915686	5.916821	12.597425	-2.726655	6.631020	4.090920	9.974049	5.594830	5.122545	8.269925
4	2	52	-12.578782	-42.359562	-5.887626	14.675910	7.040570	-21.686307	-15.006214	5.597352	-13.645572	6.567235	9.137209	6.123817	6.915686	5.916821	-20.444988	6.595674	2.207069	4.090920	-18.396770	-3.964789	1.564460	2.495823
5	2	73	4.920543	20.765415	6.625275	-25.982530	-2.356049	14.163395	8.388206	1.952272	6.680657	-3.520722	-11.230372	-5.818327	6.218392	6.837836	13.468305	-4.200692	8.336949	6.733315	8.434254	7.042951	6.352122	6.003915
5	2	27	-7.758634	-31.384587	1.477671	11.030062	5.941145	-27.305083	-18.749481	7.263588	-9.861469	6.501467	3.673827	5.698948	6.218392	6.837836	-16.991837	7.500861	-2.955127	6.733315	-21.823999	-11.984412	-0.084789	1.269891
6	2	58	-9.350332	-29.761245	0.412746	16.647783	4.683448	-34.259797	-16.001790	4.780578	-15.603641	5.734631	7.633135	6.690016	6.648720	6.563187	-12.670867	7.641979	-2.637172	2.500226	-20.282090	-6.588664	1.860715	0.371544
6	2	42	6.684947	19.078307	6.647508	-22.574831	-6.670433	16.033972	6.741854	-0.247333	2.238463	-2.858771	-12.075619	-1.068641	6.648720	6.563187	10.888495	-4.410842	9.360995	2.500226	10.555481	7.107999	7.467014	5.668744
7	2	53	7.594261	17.840858	6.752526	-20.261421	-5.835693	22.008340	10.895545	-0.284280	7.752656	-3.538291	-10.461721	-5.606886	6.531507	4.283155	12.128515	-5.090248	4.122358	3.818718	10.145647	4.486101	8.165818	6.101751
7	2	47	-6.666949	-39.892871	1.399745	16.543836	6.425829	-20.492968	-18.422744	5.424523	-12.085728	6.888787	6.479410	6.294026	6.531507	4.283155	-22.830568	6.246813	-2.550856	3.818718	-17.692218	-8.964348	1.663332	1.847725
8	4	22	0.772332	17.739819	3.308075	-6.817351	1.792448	3.698943	-2.228884	-1.358931	8.449252	-4.332501	-7.402383	-5.524630	6.235887	7.455984	6.365864	-0.651042	7.261190	8.974118	9.049640	2.064668	7.067189	8.304419
8	4	14	0.772024	17.619360	3.308052	-0.402564	1.792479	-2.091932	-2.229127	-1.358817	8.063058	-0.360044	-5.114633	0.601739	6.235887	7.455984	6.364854	-0.651041	7.261190	8.974118	5.011729	2.064636	7.067189	8.304419
8	4	30	-0.352217	6.012343	-0.149752	4.342916	7.415546	-16.695354	-3.991080	0.636802	7.257559	2.038478	-1.123761	0.858559	6.235887	7.455984	-4.204047	-0.648470	1.738377	8.974118	-5.493148	1.788739	7.067189	8.304419
8	4	34	-7.395557	-27.248897	-0.149754	11.168647	7.415557	-38.384524	-13.178837	5.274284	-2.791672	7.013973	5.182667	6.678816	6.235887	7.455984	-12.958245	2.076580	-0.457752	8.974118	-14.457868	-3.246789	3.913645	2.516958
9	2	96	-13.785510	-35.500592	4.567976	11.756355	3.711580	-40.723850	-20.307546	6.716259	-10.912263	8.744885	5.664678	8.520572	7.866178	8.079011	-16.937204	9.586273	-3.474652	9.047323	-13.915770	-6.925289	-1.916806	-1.173889
9	2	4	3.559347	19.193160	5.869655	-26.143906	-8.205108	6.117853	6.748310	0.249563	7.545736	0.026002	-12.584178	-2.909949	7.866178	8.079011	12.363524	-1.900478	6.925770	9.047323	11.248231	5.797103	3.585877	5.171850
10	2	84	-8.872576	-41.924053	6.472510	6.752950	6.997958	-28.844939	-18.986037	7.397939	-16.704594	6.805967	6.619051	6.116697	3.251085	7.871639	-17.978960	7.421746	-4.640639	3.431578	-19.184321	-5.828986	0.913833	-3.065374
10	2	16	4.890393	22.958633	6.802904	-19.638535	-0.712029	18.755454	1.030980	1.837906	5.993983	-4.035396	-9.501594	-4.205572	3.251085	7.871639	10.506632	-3.207952	6.598242	3.431578	7.577539	3.003660	6.437782	2.349707
11	2	71	6.448812	17.018089	6.827603	-31.967317	-5.248937	15.752381	9.777616	-3.455073	6.107017	-1.327663	-14.085060	-3.686309	9.085276	6.184472	14.176461	-2.357767	6.945019	5.826426	10.667325	8.420535	6.895925	8.219776
